SCORES_TXT_BEGIN_0 0 75 9 BLEU
7 13 5 12 3 11 2 10 9 
7 13 3 12 1 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 5 12 3 11 2 10 9 
7 13 5 12 3 11 2 10 9 
7 13 3 12 1 11 0 10 9 
7 13 5 12 3 11 2 10 9 
7 13 2 12 0 11 0 10 9 
7 13 4 12 3 11 2 10 9 
7 13 5 12 3 11 2 10 9 
7 13 3 12 0 11 0 10 9 
7 13 3 12 1 11 0 10 9 
7 13 5 12 3 11 2 10 9 
7 13 4 12 3 11 2 10 9 
7 13 4 12 2 11 1 10 9 
7 13 4 12 2 11 1 10 9 
7 13 4 12 2 11 1 10 9 
7 13 3 12 0 11 0 10 9 
7 13 5 12 3 11 2 10 9 
7 13 5 12 3 11 2 10 9 
7 13 4 12 1 11 0 10 9 
7 13 3 12 1 11 0 10 9 
7 13 4 12 3 11 2 10 9 
7 13 4 12 3 11 2 10 9 
7 13 1 12 0 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 3 12 0 11 0 10 9 
7 13 4 12 1 11 0 10 9 
7 13 3 12 0 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 2 12 1 11 0 10 9 
7 13 3 12 1 11 0 10 9 
7 13 4 12 2 11 1 10 9 
7 13 4 12 3 11 2 10 9 
7 13 3 12 1 11 0 10 9 
7 13 3 12 1 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 5 12 3 11 2 10 9 
7 13 3 12 0 11 0 10 9 
7 13 5 12 3 11 2 10 9 
7 13 1 12 0 11 0 10 9 
7 13 3 12 1 11 0 10 9 
7 13 5 12 3 11 2 10 9 
7 13 2 12 0 11 0 10 9 
7 13 3 12 1 11 0 10 9 
7 13 3 12 1 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 4 12 3 11 2 10 9 
7 13 3 12 1 11 0 10 9 
7 13 3 12 0 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 2 12 1 11 0 10 9 
7 13 1 12 0 11 0 10 9 
7 13 4 12 3 11 2 10 9 
7 13 4 12 3 11 2 10 9 
7 13 2 12 1 11 0 10 9 
7 13 4 12 3 11 2 10 9 
7 13 4 12 1 11 0 10 9 
7 13 1 12 0 11 0 10 9 
7 13 4 12 2 11 1 10 9 
7 13 3 12 2 11 1 10 9 
7 13 4 12 3 11 2 10 9 
7 13 2 12 0 11 0 10 9 
7 13 3 12 0 11 0 10 9 
7 13 3 12 0 11 0 10 9 
7 13 2 12 0 11 0 10 9 
7 13 3 12 0 11 0 10 9 
7 13 3 12 1 11 0 10 9 
7 13 3 12 1 11 0 10 9 
7 13 2 12 0 11 0 10 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 75 9 BLEU
6 12 4 11 3 10 2 9 9 
5 12 3 11 2 10 1 9 9 
6 12 3 11 2 10 1 9 9 
6 12 4 11 3 10 2 9 9 
6 12 4 11 3 10 2 9 9 
6 12 2 11 1 10 0 9 9 
6 12 4 11 3 10 2 9 9 
5 12 2 11 1 10 0 9 9 
5 12 3 11 2 10 1 9 9 
5 12 1 11 0 10 0 9 9 
5 12 3 11 2 10 1 9 9 
5 12 3 11 2 10 1 9 9 
5 12 3 11 2 10 1 9 9 
5 12 1 11 0 10 0 9 9 
6 12 2 11 1 10 0 9 9 
5 12 1 11 0 10 0 9 9 
5 12 3 11 2 10 1 9 9 
6 12 4 11 3 10 2 9 9 
5 12 2 11 0 10 0 9 9 
5 12 3 11 2 10 1 9 9 
5 12 1 11 0 10 0 9 9 
5 12 2 11 1 10 0 9 9 
6 12 2 11 0 10 0 9 9 
6 12 1 11 0 10 0 9 9 
6 12 4 11 3 10 2 9 9 
5 12 1 11 0 10 0 9 9 
6 12 1 11 0 10 0 9 9 
6 12 4 11 3 10 2 9 9 
5 12 3 11 2 10 1 9 9 
5 12 0 11 0 10 0 9 9 
5 12 1 11 0 10 0 9 9 
5 12 0 11 0 10 0 9 9 
6 12 3 11 2 10 1 9 9 
6 12 4 11 3 10 2 9 9 
6 12 4 11 3 10 2 9 9 
6 12 2 11 1 10 0 9 9 
6 12 0 11 0 10 0 9 9 
6 12 2 11 1 10 0 9 9 
5 12 2 11 1 10 0 9 9 
5 12 1 11 0 10 0 9 9 
5 12 2 11 1 10 0 9 9 
5 12 3 11 2 10 1 9 9 
5 12 3 11 2 10 1 9 9 
6 12 2 11 1 10 0 9 9 
6 12 1 11 0 10 0 9 9 
5 12 1 11 0 10 0 9 9 
5 12 3 11 2 10 1 9 9 
5 12 2 11 0 10 0 9 9 
5 12 3 11 2 10 1 9 9 
5 12 3 11 2 10 1 9 9 
5 12 1 11 0 10 0 9 9 
5 12 1 11 0 10 0 9 9 
6 12 2 11 0 10 0 9 9 
6 12 2 11 1 10 0 9 9 
5 12 1 11 0 10 0 9 9 
6 12 2 11 1 10 0 9 9 
5 12 1 11 0 10 0 9 9 
5 12 2 11 1 10 0 9 9 
6 12 3 11 2 10 1 9 9 
6 12 3 11 2 10 1 9 9 
6 12 4 11 3 10 2 9 9 
6 12 3 11 2 10 1 9 9 
6 12 2 11 1 10 0 9 9 
5 12 1 11 0 10 0 9 9 
6 12 2 11 1 10 0 9 9 
6 12 2 11 1 10 0 9 9 
5 12 1 11 0 10 0 9 9 
6 12 2 11 1 10 0 9 9 
5 12 3 11 2 10 1 9 9 
5 12 2 11 1 10 0 9 9 
5 12 2 11 1 10 0 9 9 
5 12 3 11 2 10 1 9 9 
5 12 3 11 2 10 1 9 9 
5 12 2 11 1 10 0 9 9 
5 12 0 11 0 10 0 9 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 88 9 BLEU
12 19 9 18 7 17 6 16 15 
12 19 9 18 7 17 6 16 15 
12 19 8 18 7 17 6 16 15 
12 19 9 18 7 17 6 16 15 
12 19 7 18 5 17 4 16 15 
12 19 9 18 7 17 6 16 15 
12 19 8 18 7 17 6 16 15 
12 19 7 18 5 17 4 16 15 
12 19 9 18 7 17 6 16 15 
12 19 9 18 7 17 6 16 15 
12 19 6 18 5 17 4 16 15 
12 19 8 18 7 17 6 16 15 
13 20 9 19 7 18 6 17 15 
12 19 6 18 3 17 1 16 15 
12 19 9 18 7 17 6 16 15 
12 19 9 18 7 17 6 16 15 
12 19 8 18 5 17 4 16 15 
12 19 7 18 4 17 3 16 15 
12 19 8 18 6 17 5 16 15 
12 19 7 18 4 17 3 16 15 
13 20 9 19 7 18 6 17 15 
12 19 8 18 6 17 5 16 15 
12 19 8 18 5 17 4 16 15 
12 19 7 18 4 17 3 16 15 
12 19 8 18 6 17 5 16 15 
12 19 9 18 7 17 6 16 15 
12 19 9 18 7 17 6 16 15 
12 19 8 18 7 17 6 16 15 
12 19 6 18 4 17 3 16 15 
12 19 9 18 7 17 6 16 15 
12 19 9 18 7 17 6 16 15 
12 19 8 18 6 17 5 16 15 
12 19 9 18 7 17 6 16 15 
12 19 6 18 3 17 2 16 15 
12 19 7 18 5 17 4 16 15 
12 19 8 18 7 17 6 16 15 
12 19 8 18 7 17 6 16 15 
12 19 6 18 4 17 3 16 15 
12 19 9 18 7 17 6 16 15 
12 19 9 18 7 17 6 16 15 
12 19 8 18 6 17 5 16 15 
12 19 9 18 7 17 6 16 15 
12 19 7 18 5 17 4 16 15 
