FEATURES_TXT_BEGIN_0 0 77 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-3.21888 0 0 -3.21888 0 0 0 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -1.60944 -1.60944 0 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -3.21888 0 0 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -1.60944 0 -0.510826 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 -1.60944 0 -1.60944 0 -0.510826 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 -1.60944 0 -1.60944 0 -0.510826 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -1.60944 -1.60944 0 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -1.60944 0 -0.510826 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -3.21888 0 0 -3 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -1.60944 0 0 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -3.21888 0 0 0 -65.1375 -14 13 -0.693147 -0.405465 -0.693147 -3.62434 
-1.60944 0 -0.510826 -1.60944 0 -0.510826 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -1.60944 0 -0.510826 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
0 0 -1.02165 0 -1.60944 -0.510826 -10 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -1.60944 0 -0.510826 -5 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -3.21888 0 0 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
0 -1.60944 -0.510826 0 0 -1.02165 -10 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -3.21888 0 0 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 0 0 -1.02165 -10 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -3.21888 0 0 -4 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -3.21888 0 0 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -1.60944 0 -0.510826 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -3.21888 0 0 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 0 0 -1.02165 -10 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -3.21888 0 0 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
0 0 -1.02165 -1.60944 0 -0.510826 -10 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -1.60944 0 -0.510826 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
0 0 -1.02165 0 -1.60944 -0.510826 -10 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -3.21888 0 0 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -3.21888 0 0 -3 -65.1375 -14 13 -0.693147 -0.405465 -0.693147 -3.62434 
-3.21888 0 0 -1.60944 0 -0.510826 -4 -65.1375 -14 13 -0.693147 -0.405465 -0.693147 -3.62434 
-1.60944 0 -0.510826 -3.21888 0 0 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-3.21888 0 0 -1.60944 0 -0.510826 -6 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -1.60944 -1.60944 0 -4 -65.1375 -14 13 -0.693147 -0.405465 -0.693147 -3.62434 
-3.21888 0 0 -3.21888 0 0 -5 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -1.60944 0 0 -8 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
-1.60944 0 -0.510826 -1.60944 0 0 -8 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
0 -1.60944 -0.510826 0 -1.60944 -0.510826 -8 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
0 0 -1.02165 0 -3.21888 0 -8 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
0 -1.60944 -0.510826 -1.60944 0 -0.510826 -8 -62.2573 -13 13 -0.693147 -0.405465 -0.693147 -0.405465 
