FEATURES_TXT_BEGIN_0 0 4 8 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 TranslationModel1_0 
-30.5193 -11 20 -3.98899 -3.5866 -1.38629 -1.60944 8.99907 
-32.8685 -11 20 -2.01491 -1.89712 -0.693147 -1.20397 8.99907 
-34.9168 -11 20 0 -0.616186 -1.38629 -1.20397 8.99907 
-44.3793 -12 19 -0.15123 -1.89712 -2.53943 -2.59027 7.99917 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 1 43 8 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 TranslationModel1_0 
-60.7354 -40 74 -1.75975 -4.78242 -1.04038 -9.09123 35.9963 
-62.4332 -41 74 -4.70419 -4.78242 -5.33085 -10.4775 35.9963 
-62.592 -39 72 -9.46426 -8.2024 -7.27026 -11.8714 34.9964 
-61.6062 -39 72 -5.51973 -5.432 -2.56978 -8.53916 34.9964 
-64.131 -42 74 -7.64863 -4.78242 -9.62131 -11.8638 35.9963 
-63.304 -40 72 -8.46417 -5.432 -6.86024 -9.92546 34.9964 
-63.304 -40 72 -8.46417 -5.432 -6.86024 -9.92546 34.9964 
-64.7371 -41 74 -5.14929 -4.78242 -5.74086 -10.4775 35.9963 
-65.0829 -41 74 -5.14929 -4.78242 -5.74086 -10.4775 35.9963 
-65.0018 -41 72 -11.4086 -5.432 -11.1507 -11.3118 34.9964 
-62.4867 -38 74 -5.63751 -10.4681 -2.42668 -9.03206 35.9963 
-63.0705 -41 74 -3.14605 -4.78242 -5.33085 -10.4775 35.9963 
-65.7554 -41 74 -5.14929 -4.78242 -5.74086 -10.4775 35.9963 
-65.8823 -40 74 -11.5264 -10.4681 -11.0076 -11.8047 35.9963 
-66.4349 -42 74 -8.09373 -4.78242 -10.0313 -11.8638 35.9963 
-62.9066 -40 74 -5.70429 -7.55282 -5.74086 -12.4234 35.9963 
-65.5075 -41 74 -4.70419 -4.78242 -5.33085 -10.4775 35.9963 
-65.6079 -40 72 -8.90927 -5.432 -7.27026 -9.92545 34.9964 
-66.7807 -42 74 -8.09373 -4.78242 -10.0313 -11.8638 35.9963 
-63.419 -41 74 -8.64872 -7.55282 -10.0313 -13.8097 35.9963 
-62.6399 -38 74 -6.39346 -11.4354 -2.42668 -9.43752 35.9963 
-65.9537 -40 72 -8.90927 -5.432 -7.27026 -9.92546 34.9964 
-61.7212 -40 74 -5.70429 -7.55282 -5.74086 -12.4234 35.9963 
-64.1845 -39 74 -8.58195 -10.4681 -6.71714 -10.4184 35.9963 
-64.1845 -39 74 -8.58195 -10.4681 -6.71714 -10.4184 35.9963 
-64.7683 -42 74 -6.09049 -4.78242 -9.62131 -11.8638 35.9963 
-63.9413 -40 72 -6.90603 -5.432 -6.86024 -9.92546 34.9964 
-67.4532 -42 74 -8.09373 -4.78242 -10.0313 -11.8638 35.9963 
-63.419 -41 74 -8.64872 -7.55282 -10.0313 -13.8097 35.9963 
-67.6515 -41 72 -11.8537 -5.432 -11.5607 -11.3118 34.9964 
-67.6515 -41 72 -11.8537 -5.432 -11.5607 -11.3118 34.9964 
-66.6262 -40 72 -8.90926 -5.432 -7.27026 -9.92546 34.9964 
-66.6262 -40 72 -8.90927 -5.432 -7.27026 -9.92546 34.9964 
-68.1327 -43 74 -11.0382 -4.78242 -14.3218 -13.2501 35.9963 
-67.2053 -42 74 -7.64863 -4.78242 -9.62131 -11.8638 35.9963 
-64.3377 -39 74 -9.3379 -11.4354 -6.71714 -10.8238 35.9963 
-67.3057 -41 72 -11.8537 -5.432 -11.5607 -11.3118 34.9964 
-67.3057 -41 72 -11.8537 -5.432 -11.5607 -11.3118 34.9964 
-66.3783 -40 72 -8.46417 -5.432 -6.86024 -9.92546 34.9964 
-66.7805 -41 74 -4.70419 -4.78242 -5.33085 -10.4775 35.9963 
-68.4785 -43 74 -11.0382 -4.78242 -14.3218 -13.2501 35.9963 
-62.6359 -40 74 -5.70429 -7.55282 -5.74086 -12.4234 35.9963 
-64.3377 -39 74 -9.3379 -11.4354 -6.71714 -10.8238 35.9963 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 2 18 8 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 TranslationModel1_0 
-54.4244 -37 72 -0.955381 -2.97653 -1.01336 -4.24889 34.9964 
-56.1222 -38 72 -3.89982 -2.97653 -5.30382 -5.63518 34.9964 
-58.4261 -38 72 -4.34492 -2.97653 -5.71384 -5.63518 34.9964 
-58.7719 -38 72 -4.34492 -2.97653 -5.71384 -5.63518 34.9964 
-56.7595 -38 72 -2.34167 -2.97653 -5.30382 -5.63518 34.9964 
-59.4444 -38 72 -4.34492 -2.97653 -5.71384 -5.63518 34.9964 
-59.4444 -38 72 -4.34492 -2.97653 -5.71384 -5.63518 34.9964 
-60.1239 -39 72 -7.28935 -2.97653 -10.0043 -7.02148 34.9964 
-59.1965 -38 72 -3.89982 -2.97653 -5.30382 -5.63518 34.9964 
-60.4697 -39 72 -7.28935 -2.97653 -10.0043 -7.02148 34.9964 
-55.4102 -37 72 -4.89992 -5.74693 -5.71384 -7.58109 34.9964 
-61.1422 -39 72 -7.28935 -2.97653 -10.0043 -7.02148 34.9964 
-61.1422 -39 72 -7.28935 -2.97653 -10.0043 -7.02148 34.9964 
-60.8943 -39 72 -6.84426 -2.97653 -9.59428 -7.02148 34.9964 
-60.4695 -38 72 -3.89982 -2.97653 -5.30382 -5.63518 34.9964 
-56.325 -37 72 -4.89991 -5.74693 -5.71384 -7.58109 34.9964 
-57.108 -38 72 -7.84435 -5.74693 -10.0043 -8.96739 34.9964 
-56.5956 -37 72 -4.89991 -5.74693 -5.71384 -7.58109 34.9964 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 3 83 8 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 TranslationModel1_0 
-64.3045 -40 74 -1.75975 -3.58682 -1.44585 -9.76214 35.9963 
-63.0705 -41 74 -2.04744 -3.69218 -2.42668 -11.2091 35.9963 
-66.0023 -41 74 -4.70419 -3.58682 -5.73631 -11.1484 35.9963 
-66.4757 -40 74 -5.70429 -6.35721 -6.14633 -13.0943 35.9963 
-65.1754 -39 72 -5.51973 -4.2364 -2.97524 -9.21007 34.9964 
-64.7683 -42 74 -4.99188 -3.69218 -6.71714 -12.5954 35.9963 
-64.7683 -42 74 -4.99188 -3.69218 -6.71714 -12.5954 35.9963 
-63.9413 -40 72 -5.80741 -4.34176 -3.95607 -10.657 34.9964 
-67.7001 -42 74 -7.64863 -3.58682 -10.0268 -12.5347 35.9963 
-66.8732 -40 72 -8.46417 -4.2364 -7.26571 -10.5964 34.9964 
-66.8732 -40 72 -8.46417 -4.2364 -7.26571 -10.5964 34.9964 
-68.3062 -41 74 -5.14929 -3.58682 -6.14633 -11.1484 35.9963 
-66.4661 -43 74 -7.93631 -3.69218 -11.0076 -13.9816 35.9963 
-65.6391 -41 72 -8.75185 -4.34176 -8.24654 -12.0433 34.9964 
-65.6391 -41 72 -8.75185 -4.34176 -8.24654 -12.0433 34.9964 
-66.1184 -40 74 -1.35429 -3.58682 -2.139 -10.4553 35.9963 
-68.652 -41 74 -5.14929 -3.58682 -6.14633 -11.1484 35.9963 
-66.0558 -38 74 -6.04298 -9.68534 -2.42668 -9.63619 35.9963 
-65.9025 -39 72 -5.11426 -4.2364 -3.66839 -9.90322 34.9964 
-68.571 -41 72 -11.4086 -4.2364 -11.5562 -11.9827 34.9964 
-67.0722 -42 74 -5.43697 -3.69218 -7.12716 -12.5954 35.9963 
-69.3245 -41 74 -5.14929 -3.58682 -6.14633 -11.1484 35.9963 
-66.9881 -41 74 -8.64872 -6.35721 -10.4368 -14.4806 35.9963 
-70.004 -42 74 -8.09373 -3.58682 -10.4368 -12.5347 35.9963 
-66.9881 -41 74 -8.64872 -6.35721 -10.4368 -14.4806 35.9963 
-69.0766 -41 74 -4.70419 -3.58682 -5.73631 -11.1484 35.9963 
-64.8844 -41 74 -1.64197 -3.69218 -3.11983 -11.9022 35.9963 
-67.418 -42 74 -5.43697 -3.69218 -7.12716 -12.5954 35.9963 
-69.177 -40 72 -8.90927 -4.2364 -7.67572 -10.5964 34.9964 
-67.3759 -38 74 -1.53074 -4.46761 -2.37366 -9.93625 35.9963 
-64.8218 -39 74 -6.33066 -9.7907 -3.40751 -11.0831 35.9963 
-66.209 -38 74 -6.79893 -10.6526 -2.42668 -10.0417 35.9963 
-64.6684 -40 72 -5.40195 -4.34176 -4.64922 -11.3501 34.9964 
-67.3369 -42 72 -11.6963 -4.34176 -12.537 -13.4296 34.9964 
-67.8162 -41 74 -4.29872 -3.58682 -6.42946 -11.8416 35.9963 
-67.4247 -38 74 -2.05399 -7.2157 -2.42668 -8.94304 35.9963 
-70.3498 -42 74 -8.09373 -3.58682 -10.4368 -12.5347 35.9963 
