SCORES_TXT_BEGIN_0 0 4 9 BLEU
6 9 4 8 2 7 1 6 12 
6 9 4 8 2 7 1 6 12 
6 9 4 8 2 7 1 6 12 
6 10 3 9 2 8 1 7 12 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 43 9 BLEU
38 38 37 37 36 36 35 35 38 
38 39 36 38 34 37 32 36 38 
36 37 33 36 30 35 27 34 38 
37 37 35 36 33 35 31 34 38 
38 40 35 39 32 38 29 37 38 
38 38 34 37 31 36 28 35 38 
38 38 34 37 31 36 29 35 38 
38 39 36 38 34 37 33 36 38 
38 39 36 38 34 37 32 36 38 
38 39 33 38 29 37 26 36 38 
34 36 33 35 32 34 31 33 38 
38 39 36 38 34 37 32 36 38 
38 39 37 38 35 37 33 36 38 
35 38 31 37 28 36 26 35 38 
38 40 35 39 32 38 30 37 38 
37 38 35 37 33 36 31 35 38 
38 39 37 38 35 37 33 36 38 
37 38 34 37 31 36 29 35 38 
38 40 35 39 32 38 29 37 38 
37 39 34 38 32 37 28 36 38 
34 36 33 35 32 34 31 33 38 
37 38 34 37 31 36 28 35 38 
37 38 35 37 33 36 31 35 38 
35 37 32 36 30 35 28 34 38 
35 37 32 36 30 35 29 34 38 
38 40 35 39 32 38 29 37 38 
37 38 34 37 31 36 28 35 38 
38 40 36 39 33 38 30 37 38 
37 39 34 38 32 37 30 36 38 
38 39 33 38 29 37 26 36 38 
38 39 33 38 29 37 25 36 38 
37 38 35 37 32 36 29 35 38 
37 38 35 37 32 36 29 35 38 
38 41 34 40 30 39 27 38 38 
38 40 36 39 33 38 30 37 38 
35 37 32 36 30 35 29 34 38 
38 39 33 38 29 37 26 36 38 
38 39 33 38 29 37 27 36 38 
38 38 35 37 32 36 29 35 38 
38 39 36 38 34 37 32 36 38 
38 41 34 40 30 39 26 38 38 
37 38 35 37 34 36 33 35 38 
35 37 32 36 30 35 28 34 38 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 18 9 BLEU
28 35 25 34 23 33 21 32 33 
29 36 24 35 22 34 20 33 33 
28 36 24 35 21 34 19 33 33 
28 36 24 35 21 34 18 33 33 
28 36 24 35 21 34 19 33 33 
28 36 25 35 22 34 19 33 33 
28 36 25 35 23 34 21 33 33 
29 37 23 36 20 35 18 34 33 
29 36 25 35 22 34 19 33 33 
29 37 23 36 20 35 17 34 33 
28 35 25 34 23 33 21 32 33 
29 37 24 36 21 35 18 34 33 
29 37 24 36 22 35 20 34 33 
29 37 24 36 21 35 18 34 33 
29 36 24 35 21 34 18 33 33 
28 35 23 34 21 33 19 32 33 
29 36 24 35 22 34 20 33 33 
28 35 24 34 20 33 17 32 33 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 83 9 BLEU
37 38 35 37 33 36 32 35 38 
37 39 34 38 31 37 29 36 38 
37 39 34 38 31 37 29 36 38 
36 38 33 37 30 36 28 35 38 
36 37 34 36 32 35 31 34 38 
37 40 33 39 29 38 26 37 38 
37 40 33 39 29 38 27 37 38 
36 38 33 37 30 36 28 35 38 
37 40 33 39 29 38 26 37 38 
37 38 33 37 30 36 28 35 38 
37 38 33 37 30 36 29 35 38 
37 39 34 38 31 37 30 36 38 
37 41 32 40 27 39 24 38 38 
37 39 32 38 28 37 25 36 38 
37 39 32 38 28 37 27 36 38 
38 38 37 37 36 36 35 35 38 
37 39 34 38 31 37 29 36 38 
34 36 33 35 32 34 31 33 38 
37 37 35 36 33 35 31 34 38 
37 39 32 38 28 37 26 36 38 
37 40 33 39 29 38 27 37 38 
37 39 35 38 32 37 30 36 38 
36 39 32 38 29 37 25 36 38 
37 40 33 39 29 38 27 37 38 
36 39 32 38 29 37 27 36 38 
37 39 35 38 32 37 30 36 38 
38 39 36 38 34 37 32 36 38 
37 40 33 39 29 38 26 37 38 
36 38 33 37 30 36 29 35 38 
35 36 33 35 31 34 30 33 38 
34 37 32 36 30 35 28 34 38 
34 36 33 35 32 34 31 33 38 
37 38 34 37 31 36 28 35 38 
37 40 31 39 26 38 24 37 38 
38 39 36 38 34 37 32 36 38 
35 36 33 35 32 34 31 33 38 
37 40 33 39 29 38 26 37 38 
36 37 32 36 31 35 30 34 38 
36 38 33 37 30 36 28 35 38 
35 37 32 36 30 35 29 34 38 
35 37 32 36 30 35 28 34 38 
38 38 34 37 31 36 29 35 38 
38 38 34 37 31 36 28 35 38 
